radio_flux_10.7cm;sesc_sunspot_number;sunspot_area;goes15_xray_bkgd_flux;mwl_alpha;mwl_beta;mwl_gamma;mwl_beta_gamma;mwl_delta;mwl_beta_delta;mwl_beta_gamma_delta;mwl_gamma_delta;c_class_flares;m_class_flares;x_class_flares
139;136;770;B5.1;yes;yes;no;yes;no;no;no;no;7;0;0
134;146;580;B5.0;yes;yes;no;yes;no;no;no;no;1;0;0
128;138;470;B4.4;yes;yes;no;yes;no;no;no;no;2;0;0
117;130;340;B3.9;yes;yes;no;yes;no;no;no;no;1;0;0
117;126;230;B3.4;yes;yes;no;no;no;no;no;no;2;0;0
114;100;370;B3.4;yes;yes;no;no;no;no;no;no;2;0;0
111;70;280;B2.8;yes;yes;no;no;no;no;no;no;3;0;0
116;112;320;B3.3;yes;yes;no;yes;no;no;no;no;2;0;0
118;130;440;B4.9;yes;yes;no;yes;no;no;no;no;8;1;0
113;133;560;B4.1;yes;yes;no;yes;no;no;no;no;5;0;0
108;110;510;B3.8;yes;yes;no;yes;no;no;yes;no;5;0;0
106;96;210;B3.2;yes;yes;no;yes;no;no;no;no;2;0;0
99;72;150;B2.5;yes;yes;no;no;no;no;no;no;1;0;0
103;55;100;B2.4;yes;yes;no;no;no;no;no;no;1;0;0
102;56;110;B2.4;yes;yes;no;no;no;no;no;no;0;0;0
104;55;130;B2.5;yes;yes;no;no;no;no;no;no;2;0;0
103;68;260;B2.5;yes;yes;no;no;no;no;no;no;2;0;0
105;56;210;B2.4;yes;yes;no;yes;no;no;no;no;0;0;0
107;61;200;B2.8;yes;yes;no;no;no;no;no;no;0;1;0
105;70;220;B2.3;yes;yes;no;no;no;no;no;no;2;0;0
111;102;330;B2.7;yes;yes;no;no;no;no;no;no;0;0;0
133;132;550;B3.7;yes;yes;no;yes;no;no;no;no;6;1;0
137;155;950;B4.3;yes;yes;no;yes;no;no;yes;no;2;0;0
149;144;1130;B5.1;yes;yes;no;yes;no;no;yes;no;4;0;0
161;152;1510;B6.6;no;yes;no;yes;no;no;yes;no;6;0;0
166;149;1240;B9.4;yes;yes;no;no;no;no;yes;no;6;0;2
168;176;1490;C1.0;yes;yes;no;yes;no;yes;yes;no;10;3;1
175;196;1590;C1.1;yes;yes;no;yes;no;no;yes;no;8;7;0
153;276;1800;C1.1;no;yes;no;no;no;no;yes;no;11;1;0
144;159;1120;C1.2;yes;yes;no;yes;no;no;yes;no;4;1;0
130;80;500;C1.1;yes;yes;no;yes;no;no;yes;no;7;2;0
117;81;630;B7.0;no;yes;no;no;no;no;yes;no;9;0;0
114;87;680;B3.7;yes;yes;no;no;no;no;yes;no;6;0;0
111;108;690;B4.0;yes;yes;no;yes;no;no;no;no;5;0;0
111;108;560;B2.5;yes;yes;no;yes;no;no;no;no;2;0;0
102;75;340;B2.9;yes;yes;no;no;no;no;no;no;4;0;0
101;75;310;B2.0;yes;yes;no;yes;no;no;no;no;2;0;0
94;95;320;B1.6;yes;yes;no;yes;no;no;no;no;0;0;0
93;64;170;B1.6;yes;yes;no;yes;no;no;no;no;1;0;0
94;37;130;B1.7;yes;yes;no;no;no;no;no;no;2;0;0
97;52;240;B1.8;yes;yes;no;no;no;no;no;no;0;0;0
100;72;240;B2.3;yes;yes;no;no;no;no;no;no;2;0;0
104;78;150;B4.6;yes;yes;no;no;no;no;no;no;0;0;0
115;89;230;B6.2;yes;yes;no;no;no;no;no;no;11;0;0
126;112;660;B6.8;yes;yes;no;no;no;no;no;no;14;0;0
141;124;750;B7.7;yes;yes;no;no;no;no;no;no;6;0;0
152;154;850;B9.6;yes;yes;no;yes;no;no;yes;no;5;1;0
169;180;1260;B8.9;yes;yes;no;no;no;yes;yes;no;1;0;0
178;179;1430;B8.8;yes;yes;no;no;no;no;yes;no;2;0;0
188;199;1830;C1.0;no;yes;no;yes;no;no;no;no;2;0;0
193;213;2090;B9.6;no;yes;no;yes;no;no;no;no;3;0;0
201;256;2230;C1.2;no;yes;no;yes;no;no;no;no;5;0;0
198;197;1980;B9.8;yes;yes;no;yes;no;no;yes;no;5;0;0
201;209;2280;C1.0;yes;yes;no;yes;no;no;yes;no;4;1;0
198;183;2230;C1.0;yes;yes;no;yes;no;no;yes;no;5;1;0
177;159;1790;B9.2;yes;yes;no;yes;no;yes;yes;no;3;1;0
166;166;1490;B9.5;yes;yes;no;yes;no;no;no;no;3;0;0
145;145;1420;B8.0;yes;yes;no;yes;no;no;no;no;4;0;0
127;102;660;B5.9;yes;yes;no;yes;no;no;no;no;5;0;0
109;70;370;B4.0;no;yes;no;yes;no;no;no;no;1;0;0
101;25;20;B2.7;yes;yes;no;no;no;no;no;no;1;0;0
92;11;10;B1.7;yes;yes;no;no;no;no;no;no;0;0;0
89;0;0;B1.3;yes;no;no;no;no;no;no;no;0;0;0
89;26;30;B1.2;no;no;no;no;no;no;no;no;0;0;0
86;27;30;B1.1;no;yes;no;no;no;no;no;no;0;0;0
87;17;40;B1.5;yes;yes;no;no;no;no;no;no;0;0;0
90;16;70;B2.1;yes;yes;no;no;no;no;no;no;0;0;0
93;40;180;B1.8;no;yes;no;no;no;no;no;no;0;0;0
99;55;180;B2.0;no;yes;no;no;no;no;no;no;0;0;0
104;55;280;B2.5;no;yes;no;no;no;no;no;no;1;0;0
107;65;220;B2.8;yes;yes;no;no;no;no;no;no;1;0;0
117;76;240;B4.2;yes;yes;no;yes;no;no;no;no;4;0;0
121;110;380;B4.3;yes;yes;no;yes;no;no;no;no;2;0;0
132;143;540;B5.0;yes;yes;no;no;no;no;no;no;2;0;0
142;160;890;B5.1;yes;yes;no;yes;no;yes;no;no;8;0;0
152;145;900;B7.1;yes;yes;no;yes;no;yes;no;no;5;0;0
156;139;860;B6.7;yes;yes;no;yes;no;no;yes;no;6;1;0
168;165;890;B8.2;yes;yes;no;yes;no;no;no;no;2;2;0
156;178;850;B7.8;yes;yes;no;yes;no;no;yes;no;4;0;0
152;152;680;B6.3;yes;yes;no;yes;no;no;yes;no;7;0;0
139;111;540;B5.5;yes;yes;no;yes;no;no;yes;no;4;0;0
139;93;450;B5.4;yes;yes;no;yes;no;no;no;no;4;0;0
137;119;480;B4.8;no;yes;no;yes;no;no;yes;no;1;0;0
136;158;570;B6.0;yes;yes;no;no;no;yes;no;no;3;0;0
123;101;570;B4.8;yes;yes;no;no;no;no;no;no;4;0;0
113;111;460;B3.9;yes;yes;no;yes;no;no;no;no;1;0;0
108;64;320;B3.4;yes;yes;no;yes;no;no;no;no;1;0;0
105;82;400;B3.0;yes;yes;no;no;no;no;no;no;1;0;0
104;80;340;B2.8;yes;yes;no;no;no;no;no;no;0;0;0
103;68;290;B3.2;no;yes;no;no;no;no;no;no;0;0;0
103;108;340;B2.5;no;yes;no;no;no;no;no;no;0;0;0
113;119;420;B3.3;yes;yes;no;no;no;no;no;no;4;0;0
112;99;500;B3.5;no;yes;no;yes;no;no;no;no;2;0;0
115;121;640;B3.3;yes;yes;no;yes;no;no;no;no;1;0;0
111;92;510;B2.7;yes;yes;no;yes;no;no;no;no;2;0;0
111;84;460;B2.6;yes;yes;no;no;no;no;no;no;1;0;0
118;89;320;B3.8;yes;yes;no;no;no;no;no;no;9;0;0
128;128;450;B5.8;no;yes;no;no;no;no;no;no;9;1;0
126;139;660;B5.3;yes;yes;no;no;no;no;no;no;9;1;0
132;124;800;B5.0;yes;yes;no;yes;no;no;no;no;7;0;0
141;128;890;B5.9;yes;yes;no;yes;no;no;no;no;7;1;0
135;112;810;B4.8;yes;yes;no;no;no;no;yes;no;4;2;0
128;81;710;B4.8;yes;yes;no;yes;no;yes;no;no;4;0;0
123;82;670;B4.2;yes;yes;no;no;no;yes;no;no;3;0;0
119;78;610;B3.5;yes;yes;no;no;no;no;yes;no;3;0;0
120;73;470;B3.5;yes;yes;no;no;no;yes;no;no;6;0;0
123;64;560;B4.6;yes;yes;no;no;no;no;no;no;8;0;0
125;90;680;B5.1;yes;yes;no;yes;no;no;no;no;9;0;0
127;94;640;B4.5;yes;yes;no;yes;no;no;no;no;4;0;0
136;105;650;C1.2;yes;yes;no;yes;no;no;no;no;5;0;0
138;92;560;C1.0;yes;yes;no;yes;no;no;no;no;5;1;0
146;136;1060;C1.0;yes;yes;no;yes;no;no;no;no;9;0;0
144;124;1350;B9.1;yes;yes;no;yes;no;no;no;no;6;0;0
157;170;1380;C1.1;no;yes;no;yes;no;no;yes;no;6;1;0
151;154;1210;B9.8;no;yes;no;yes;no;yes;yes;no;6;0;0
164;158;1110;B8.8;yes;yes;no;no;no;yes;yes;no;4;1;0
159;162;1120;C1.1;yes;yes;no;no;no;no;yes;no;1;0;0
160;161;1070;B7.6;yes;yes;no;no;no;no;yes;no;1;0;1
151;164;870;B8.7;yes;yes;no;yes;no;no;yes;no;4;2;0
152;157;790;B6.9;yes;yes;no;yes;no;no;yes;no;8;0;0
145;165;550;B6.5;yes;yes;no;yes;no;no;no;no;9;0;0
139;120;550;B7.2;yes;yes;no;yes;no;no;no;no;2;1;0
133;92;350;B5.7;yes;yes;no;yes;no;no;no;no;4;0;0
133;85;290;B5.5;yes;yes;no;yes;no;no;no;no;5;0;0
125;91;330;B6.1;no;yes;no;yes;no;no;no;no;7;0;0
120;75;230;B5.3;yes;yes;no;no;no;no;no;no;4;1;0
122;91;250;B4.8;yes;yes;no;no;no;no;no;no;4;0;0
119;75;300;B4.5;yes;yes;no;no;no;no;no;no;2;0;0
124;72;590;B4.9;yes;yes;no;no;no;no;no;no;3;0;0
130;87;670;B4.7;yes;yes;no;yes;no;yes;no;no;1;0;0
138;90;830;B5.7;yes;yes;no;no;no;no;no;no;1;1;0
145;76;590;B6.1;yes;yes;no;yes;no;no;no;no;3;0;0
158;139;690;C1.0;yes;yes;no;yes;no;no;no;no;3;0;0
170;203;1020;C1.1;yes;yes;no;yes;no;no;no;no;7;0;0
181;159;1180;C1.0;yes;yes;no;yes;no;no;yes;no;4;1;0
181;200;1370;C1.3;yes;yes;no;yes;no;no;yes;no;4;2;0
175;160;1560;C1.2;yes;yes;no;yes;no;no;yes;no;6;0;0
162;166;1250;C1.0;yes;yes;no;yes;no;no;yes;no;1;0;0
155;164;770;C1.2;yes;yes;no;yes;no;no;no;no;1;0;0
149;105;430;C1.0;yes;yes;no;yes;no;no;no;no;1;2;0
137;128;310;C1.1;yes;yes;no;yes;no;no;no;no;8;0;0
128;125;370;B4.5;yes;yes;no;yes;no;no;no;no;4;0;0
128;106;330;B4.1;yes;yes;no;no;no;no;no;no;4;0;0
130;86;300;B5.0;yes;yes;no;yes;no;no;no;no;4;0;0
125;75;290;B3.8;yes;yes;no;yes;no;no;no;no;4;0;0
126;61;320;B3.5;yes;yes;no;no;no;no;no;no;5;0;0
119;65;440;B5.4;yes;yes;no;no;no;no;no;no;9;3;0
121;54;350;B3.0;yes;yes;no;yes;no;no;no;no;1;0;0
112;38;390;B3.2;yes;yes;no;yes;no;no;no;no;1;0;0
111;28;320;B2.9;yes;yes;no;no;no;no;no;no;2;0;0
113;41;400;B3.5;no;yes;no;no;no;no;no;no;0;0;0
120;70;420;B3.7;no;yes;no;no;no;no;no;no;0;2;0
126;90;400;C1.3;no;yes;no;no;no;no;no;no;0;0;0
139;66;420;C1.1;yes;yes;no;no;no;no;no;no;4;1;0
146;39;620;C1.0;yes;yes;no;no;no;no;no;no;6;0;0
160;60;1560;B8.3;yes;no;no;yes;no;no;no;no;9;1;0
173;86;1850;C1.2;yes;yes;no;yes;no;no;no;no;7;0;1
185;93;2430;C1.3;yes;yes;no;no;no;no;yes;no;10;5;0
199;120;2790;C1.5;yes;yes;no;no;no;no;yes;no;9;1;0
216;123;3120;C1.5;no;yes;no;no;no;no;yes;no;4;3;1
227;126;3090;C1.3;no;yes;no;yes;no;no;yes;no;5;1;0
218;147;2820;C1.6;yes;yes;no;yes;no;no;yes;no;5;1;1
219;115;2810;C1.8;yes;yes;no;no;no;no;yes;no;7;0;1
217;138;3020;C1.8;yes;yes;no;no;no;no;yes;no;10;4;1
188;120;2530;C2.6;yes;yes;no;no;no;no;yes;no;6;5;1
167;109;2790;C2.4;yes;yes;no;no;no;no;yes;no;3;3;0
150;84;1630;C2.4;yes;yes;no;no;no;no;yes;no;7;6;0
140;121;560;C1.3;yes;yes;no;no;no;no;yes;no;7;3;0
121;71;170;B8.5;yes;yes;no;yes;no;no;no;no;3;0;0
120;82;180;B4.9;yes;yes;no;no;no;no;no;no;6;0;0
124;91;310;B4.2;yes;yes;no;no;no;no;no;no;3;0;0
125;93;330;B5.1;yes;yes;no;no;no;no;no;no;5;2;0
129;99;300;B7.4;yes;yes;no;no;no;no;no;no;3;2;0
135;113;470;B7.4;yes;yes;no;no;no;no;no;no;4;2;0
136;107;580;B9.9;yes;yes;no;no;no;no;yes;no;4;3;0
146;96;510;B9.6;yes;yes;no;no;no;no;yes;no;6;3;1
132;92;400;B6.9;yes;yes;no;no;no;no;yes;no;8;0;0
132;78;420;B7.1;yes;yes;no;no;no;no;yes;no;9;1;0
136;63;410;B6.6;yes;yes;no;no;no;no;yes;no;11;0;0
142;70;330;B9.4;yes;yes;no;no;no;no;yes;no;5;0;0
153;89;370;B8.2;yes;yes;no;no;no;no;yes;no;8;0;0
154;104;300;B9.3;yes;yes;no;yes;no;no;no;no;5;0;0
161;117;960;B8.1;yes;yes;no;yes;no;no;no;no;6;0;0
161;100;960;B7.2;yes;yes;no;yes;no;no;no;no;2;2;0
172;91;1040;B9.5;yes;yes;no;no;no;no;yes;no;7;1;0
168;95;1050;B7.9;yes;yes;no;no;no;no;yes;no;3;0;0
167;92;1140;B8.9;yes;yes;no;no;no;no;yes;no;6;0;0
170;72;970;B9.2;no;yes;no;no;no;no;yes;no;2;0;0
168;83;1360;B8.8;no;yes;no;no;no;no;yes;no;3;0;0
163;68;1550;B7.7;yes;yes;no;no;no;no;yes;no;6;0;0
167;64;1590;B8.6;yes;no;no;no;no;yes;yes;no;10;0;0
173;66;1810;B8.9;yes;no;no;yes;no;no;yes;no;9;0;0
172;111;2070;B9.3;no;yes;no;no;no;no;yes;no;5;0;0
169;120;2060;B8.3;yes;yes;no;yes;no;no;yes;no;2;0;0
171;170;940;B8.7;no;yes;no;yes;no;no;yes;no;5;0;0
179;155;970;C1.4;yes;yes;no;yes;no;no;no;no;9;0;0
181;166;1220;C1.1;yes;yes;no;yes;no;no;no;no;5;0;0
177;156;1350;B9.1;yes;yes;no;yes;no;no;no;no;11;0;0
177;153;1540;B7.9;yes;yes;no;yes;no;no;yes;no;6;0;0
168;160;1380;B6.7;yes;yes;no;yes;no;no;no;no;3;1;0
168;146;1290;C1.0;yes;yes;no;yes;no;no;no;no;10;0;0
154;128;1090;B7.6;yes;yes;no;yes;no;no;no;no;7;0;0
158;137;1090;B7.1;yes;yes;no;yes;no;no;no;no;4;3;0
137;97;820;B5.2;yes;yes;no;yes;no;no;no;no;8;1;0
129;73;880;B6.9;yes;yes;no;yes;no;no;no;no;8;0;0
132;58;860;B5.6;yes;yes;no;yes;no;no;no;no;6;0;0
133;77;860;B5.7;yes;yes;no;no;no;no;no;no;3;0;0
140;80;510;B8.3;yes;yes;no;no;no;no;no;no;12;0;0
150;97;670;B7.2;yes;yes;no;yes;no;no;no;no;4;0;0
148;115;780;B7.2;yes;yes;no;yes;no;no;no;no;7;0;0
154;132;850;B7.3;no;yes;no;yes;no;no;no;no;6;0;0
160;121;890;NA;yes;yes;no;yes;no;no;no;no;7;1;0
166;175;1020;B8.3;yes;yes;no;yes;no;no;no;no;16;1;0
169;152;1230;B8.9;yes;yes;no;yes;no;no;no;no;2;0;0
185;169;1530;B9.2;yes;yes;no;yes;no;no;yes;no;12;0;0
192;154;1560;C1.2;yes;yes;no;yes;no;no;yes;no;5;4;0
213;168;1870;C1.4;yes;yes;no;no;no;no;yes;no;7;1;0
216;156;2080;C1.2;yes;yes;no;no;no;no;yes;no;10;1;0
203;120;1750;C1.3;yes;yes;no;no;no;no;yes;no;5;0;1
206;159;1590;C1.3;yes;yes;no;no;no;no;yes;no;6;2;0
179;113;1330;C1.1;yes;yes;no;no;no;no;yes;no;3;1;0
166;128;1030;B9.7;yes;yes;no;yes;no;no;no;no;9;0;0
151;86;480;C1.0;yes;yes;no;yes;no;no;no;no;5;0;0
145;100;460;C1.1;yes;yes;no;no;no;no;no;no;3;0;0
137;92;280;B6.9;yes;yes;no;yes;no;no;no;no;10;0;0
134;111;580;B5.2;yes;yes;no;yes;no;no;no;no;2;1;0
133;108;520;B4.3;yes;yes;no;yes;no;no;no;no;5;0;0
132;113;560;B4.8;yes;yes;no;yes;no;no;no;no;3;0;0
130;102;510;B4.4;yes;yes;no;yes;no;no;no;no;4;0;0
134;94;710;B5.8;yes;yes;no;yes;no;no;no;no;6;0;0
138;101;870;B4.9;yes;yes;no;yes;no;no;no;no;3;0;0
146;113;1250;B4.9;yes;yes;no;yes;no;no;no;no;3;0;0
149;122;1300;B5.7;yes;yes;no;no;no;no;yes;no;10;1;0
150;124;1220;B6.7;yes;yes;no;no;no;no;yes;no;5;1;0
142;89;920;B7.2;yes;yes;no;yes;no;no;yes;no;6;0;0
142;102;680;B7.2;yes;yes;no;yes;no;no;yes;no;6;0;0
147;106;490;B7.0;yes;yes;no;yes;no;no;no;no;6;0;0
157;101;550;B8.0;yes;yes;no;yes;no;no;no;no;5;0;0
151;125;980;B7.7;yes;yes;no;no;no;no;no;no;5;0;0
152;146;940;B6.9;yes;yes;no;yes;no;yes;no;no;5;0;0
154;133;980;B8.2;yes;yes;no;yes;no;yes;no;no;8;0;0
159;111;950;C1.0;yes;yes;no;yes;no;no;yes;no;7;0;0
146;93;840;B7.5;yes;yes;no;yes;no;no;yes;no;3;2;0
142;89;570;B9.1;yes;yes;no;yes;no;no;yes;no;14;1;0
131;62;270;B6.5;yes;yes;no;yes;no;no;yes;no;5;0;0
125;75;220;B5.2;yes;yes;no;no;no;yes;no;no;1;0;0
122;49;120;B4.6;yes;yes;no;yes;no;no;no;no;0;0;0
126;78;150;B4.6;yes;yes;no;no;no;no;no;no;2;0;0
130;62;250;B5.1;yes;yes;no;no;no;no;no;no;3;0;0
126;57;210;B4.9;yes;yes;no;yes;no;no;no;no;2;0;0
124;50;160;B6.0;yes;yes;no;no;no;no;no;no;7;0;0
120;63;370;B4.5;yes;yes;no;no;no;no;no;no;6;1;0
121;70;530;B4.1;yes;yes;no;no;no;no;no;no;6;0;0
125;57;540;B3.6;yes;yes;no;yes;no;no;no;no;3;0;0
127;65;460;B4.3;no;yes;no;yes;no;no;no;no;4;0;0
147;110;580;B7.0;no;yes;no;yes;no;no;no;no;6;1;0
158;119;840;B9.6;no;yes;no;yes;no;no;no;no;5;0;0
159;140;850;B9.5;no;yes;no;yes;no;no;no;no;6;2;0
165;181;1160;B9.4;yes;yes;no;yes;no;no;no;no;16;1;0
159;193;1450;B8.6;yes;yes;no;yes;no;no;no;no;4;3;0
154;153;1320;B6.3;yes;yes;no;yes;no;no;no;no;5;0;0
142;132;1030;B7.0;yes;yes;no;yes;no;no;no;no;6;0;0
144;117;680;B6.8;yes;yes;no;yes;no;no;no;no;3;0;0
149;112;830;B7.8;yes;yes;no;yes;no;no;no;no;7;0;0
145;85;700;B7.5;no;yes;no;yes;no;no;no;no;2;1;0
142;86;560;B5.9;yes;yes;no;yes;no;no;no;no;3;0;0
143;71;440;B6.2;no;yes;no;yes;no;no;no;no;3;0;0
153;80;480;B7.5;no;yes;no;yes;no;no;no;no;7;0;0
153;94;510;B7.3;yes;no;no;yes;no;no;no;no;7;0;0
146;82;470;B8.0;no;yes;no;yes;no;no;yes;no;9;1;0
141;82;610;B9.1;no;yes;no;yes;no;no;yes;no;5;0;0
131;76;510;B5.2;yes;no;no;yes;no;no;yes;no;2;0;0
128;50;400;B4.6;no;yes;no;no;no;no;no;no;2;0;0
125;59;290;B4.3;no;yes;no;yes;no;no;no;no;0;0;0
120;49;250;B3.8;no;yes;no;yes;no;no;no;no;0;0;0
120;45;240;B3.6;yes;yes;no;yes;no;no;no;no;0;0;0
118;44;220;B3.6;no;yes;no;no;no;no;no;no;0;0;0
119;40;180;B3.8;yes;yes;no;no;no;no;no;no;0;0;0
121;95;250;B4.0;yes;yes;no;no;no;no;no;no;2;0;0
119;86;240;B3.8;yes;yes;no;no;no;no;no;no;2;0;0
120;53;100;B4.2;yes;yes;no;no;no;no;no;no;3;0;0
116;54;110;B3.3;yes;yes;no;no;no;no;no;no;2;0;0
118;49;70;B3.0;yes;yes;no;no;no;no;no;no;0;0;0
117;44;80;B3.3;yes;yes;no;no;no;no;no;no;1;0;0
114;63;120;B2.8;no;yes;no;no;no;no;no;no;1;0;0
111;64;100;B2.8;no;yes;no;no;no;no;no;no;0;0;0
111;39;70;B2.5;yes;yes;no;no;no;no;no;no;0;0;0
118;58;200;B3.3;yes;yes;no;no;no;no;no;no;1;0;0
123;70;220;B4.4;no;yes;no;yes;no;yes;no;no;7;0;0
128;66;210;B6.2;yes;yes;no;yes;no;no;no;no;3;0;0
130;65;170;B9.4;yes;yes;no;yes;no;no;no;no;14;4;0
125;38;140;B5.2;yes;yes;no;no;no;no;no;no;5;1;0
124;43;250;B5.1;no;yes;no;no;no;no;no;no;3;0;0
130;31;75;B6.7;no;yes;no;no;no;no;no;no;4;1;0
127;37;50;C1.0;no;yes;no;no;no;no;no;no;6;2;0
138;20;180;B5.9;yes;yes;no;no;no;no;no;no;4;1;0
124;23;260;B6.6;no;no;no;yes;no;no;no;no;2;0;0
123;29;260;B5.0;no;no;no;no;no;no;yes;no;13;2;0
121;42;280;B5.4;no;no;no;no;no;yes;no;no;13;2;0
132;42;360;B6.8;no;no;no;no;no;no;yes;no;14;3;1
127;56;360;B9.5;no;yes;no;no;no;no;yes;no;10;5;0
119;87;470;B4.8;no;yes;no;no;no;no;yes;no;6;2;0
116;56;350;B4.1;yes;yes;no;no;no;no;yes;no;12;1;0
114;54;390;B4.6;yes;yes;no;no;no;no;yes;no;7;2;0
117;57;390;B3.6;yes;yes;no;no;no;no;yes;no;6;1;0
114;60;810;B3.3;yes;no;no;no;no;no;yes;no;2;1;0
115;44;470;B6.0;yes;yes;no;no;no;no;yes;no;18;0;0
109;71;420;B3.5;yes;no;no;yes;no;no;yes;no;2;0;0
113;27;120;B4.8;yes;yes;no;yes;no;no;no;no;1;0;0
114;40;260;B4.0;yes;yes;no;no;no;no;no;no;2;0;0
122;88;380;B4.0;yes;yes;no;no;no;no;no;no;2;0;0
128;119;540;B4.7;no;yes;no;yes;no;no;no;no;3;0;0
133;127;580;B4.8;yes;yes;no;yes;no;no;no;no;2;0;0
138;115;650;B5.4;yes;yes;no;no;no;no;yes;no;8;0;0
136;103;590;B4.5;yes;yes;no;no;no;no;yes;no;4;0;0
138;109;600;B5.0;yes;yes;no;yes;no;no;no;no;5;0;0
146;82;580;B7.9;yes;yes;no;yes;no;no;no;no;10;0;0
145;73;450;B9.1;yes;yes;no;yes;no;no;no;no;8;0;0
134;56;490;B6.6;yes;yes;no;no;no;no;no;no;5;0;0
128;53;350;B4.7;yes;yes;no;no;no;no;no;no;0;0;0
124;69;520;B3.9;yes;yes;no;no;no;no;no;no;0;0;0
121;31;280;B4.1;yes;yes;no;no;no;no;no;no;2;0;0
120;29;70;B4.1;yes;yes;no;no;no;no;no;no;1;0;0
122;68;130;B3.9;no;yes;no;no;no;no;no;no;3;0;0
122;66;230;B4.8;no;yes;no;no;no;no;no;no;2;0;0
126;78;220;B4.1;yes;yes;no;no;no;no;no;no;2;0;0
111;39;280;B3.3;yes;yes;no;yes;no;no;no;no;1;0;0
106;40;170;B2.0;no;yes;no;no;no;yes;no;no;1;1;0
113;37;150;B2.5;no;yes;no;no;no;yes;no;no;5;0;0
115;34;140;B4.0;no;yes;no;no;no;yes;no;no;4;0;0
123;74;330;B6.3;yes;no;no;no;no;yes;no;no;4;0;0
134;64;720;B8.3;yes;yes;no;yes;no;no;no;no;11;1;0
141;68;740;B7.8;no;yes;no;no;no;no;yes;no;9;0;0
147;97;1290;B6.6;no;yes;no;no;no;no;yes;no;0;0;0
155;85;1150;B6.7;yes;yes;no;yes;no;no;no;no;2;0;0
150;85;920;B7.5;yes;yes;no;yes;no;no;no;no;7;0;0
150;93;880;B5.4;no;yes;no;yes;no;no;no;no;6;0;0
148;114;840;B5.3;no;yes;no;yes;no;no;no;no;3;0;0
152;142;880;B5.4;no;yes;no;yes;no;no;no;no;3;0;0
150;125;750;B5.6;yes;yes;no;yes;no;no;no;no;3;0;0
154;153;670;B9.0;yes;yes;no;no;no;no;no;no;4;7;0
150;134;630;B9.0;yes;yes;no;no;no;no;no;no;9;1;0
141;110;630;B8.6;yes;yes;no;no;no;no;no;no;10;1;0
135;79;480;B7.1;yes;yes;no;no;no;no;no;no;10;0;0
126;77;550;B5.1;yes;yes;no;yes;no;no;no;no;1;0;0
119;55;530;B3.8;yes;no;no;yes;no;no;no;no;2;0;0
108;42;240;B2.7;yes;yes;no;yes;no;no;no;no;0;0;0
108;36;240;B2.7;yes;yes;no;no;no;no;no;no;1;0;0
104;26;30;B2.8;yes;yes;no;no;no;no;no;no;1;0;0
102;27;50;B2.8;yes;yes;no;no;no;no;no;no;1;0;0
100;13;70;B2.2;yes;yes;no;no;no;no;no;no;1;0;0
106;25;220;B2.7;no;yes;no;no;no;no;no;no;0;0;0
111;67;200;B4.5;no;yes;no;no;no;no;no;no;6;0;0
125;85;370;B5.6;yes;yes;no;no;no;no;no;no;8;0;0
128;99;650;B8.4;no;yes;no;yes;no;no;no;no;18;4;1
136;110;940;B8.6;no;yes;no;yes;no;no;no;no;9;1;0
147;131;1080;B7.0;no;yes;no;yes;no;no;no;no;8;0;0
150;134;1230;B6.1;yes;yes;no;yes;no;no;no;no;9;0;0
155;136;1060;B6.1;yes;yes;no;yes;no;no;no;no;5;0;0
160;134;1060;B6.9;yes;yes;no;yes;no;no;no;no;7;0;0
163;188;1130;B7.4;yes;yes;no;yes;no;no;no;no;7;0;0
163;170;910;B7.0;yes;yes;no;yes;no;no;no;no;4;0;0
157;135;590;B7.0;yes;yes;no;yes;no;no;no;no;7;0;0
145;126;750;B6.5;yes;yes;no;yes;no;no;no;no;7;0;0
137;113;640;B5.1;yes;yes;no;no;no;no;no;no;7;0;0
131;103;590;B5.0;yes;yes;no;yes;no;no;no;no;0;0;0
120;75;510;B4.0;yes;yes;no;yes;no;no;no;no;0;0;0
115;83;340;B4.4;yes;yes;no;no;no;no;no;no;2;0;0
110;84;220;B3.4;yes;yes;no;no;no;no;no;no;1;0;0
106;61;130;B2.7;yes;yes;no;no;no;no;no;no;2;0;0
102;36;70;B2.0;yes;yes;no;no;no;no;no;no;1;0;0
99;81;160;B2.0;yes;yes;no;no;no;no;no;no;1;0;0
98;69;150;B1.9;yes;yes;no;yes;no;no;no;no;3;0;0
99;74;180;B1.8;yes;yes;no;no;no;no;no;no;0;0;0
97;63;180;B1.7;yes;yes;no;no;no;no;no;no;0;0;0
95;46;90;B2.2;yes;yes;no;no;no;no;no;no;0;0;0
95;24;40;B2.0;yes;yes;no;no;no;no;no;no;1;0;0
93;11;60;B1.6;yes;no;no;no;no;no;no;no;0;0;0
92;23;70;B1.5;yes;no;no;no;no;no;no;no;0;0;0
95;27;90;B1.8;yes;yes;no;no;no;no;no;no;0;0;0
94;47;140;B2.0;no;yes;no;no;no;no;no;no;0;0;0
100;38;100;B2.2;yes;yes;no;no;no;no;no;no;0;0;0
101;39;110;B2.4;yes;yes;no;no;no;no;no;no;1;0;0
109;55;140;B3.1;yes;yes;no;no;no;no;no;no;1;0;0
118;80;340;B4.4;yes;yes;no;no;no;no;no;no;2;0;0
126;105;420;B4.1;yes;yes;no;no;no;no;no;no;5;0;0
133;129;580;B4.0;yes;yes;no;no;no;no;no;no;2;0;0
