,year,month,date,date_in_Fraction,daily total sunspot number,daily std dev,number of stations,definitive/provisional marker
1348,2000,9,10,2000.693,60,7.6,22,0
1349,2000,9,11,2000.695,37,8.9,22,0
1350,2000,9,12,2000.698,50,7.2,20,0
1351,2000,9,13,2000.701,78,10.6,20,0
1352,2000,9,14,2000.704,85,7.0,21,0
1353,2000,9,15,2000.706,109,6.2,20,0
1354,2000,9,16,2000.709,121,8.2,13,0
1355,2000,9,17,2000.712,154,8.1,14,0
1356,2000,9,18,2000.714,159,11.5,20,0
1357,2000,9,19,2000.717,172,11.3,21,0
1358,2000,9,20,2000.72,176,10.8,19,0
1359,2000,9,21,2000.723,195,15.0,20,0
1360,2000,9,22,2000.725,202,18.4,18,0
1361,2000,9,23,2000.728,227,22.0,16,0
1362,2000,9,24,2000.731,232,24.8,21,0
1363,2000,9,25,2000.734,218,9.8,19,0
1364,2000,9,26,2000.736,229,11.6,20,0
1365,2000,9,27,2000.739,230,11.5,21,0
1366,2000,9,28,2000.742,202,7.4,16,0
1367,2000,9,29,2000.745,169,6.4,15,0
1368,2000,9,30,2000.747,142,6.7,15,0
1369,2000,10,1,2000.75,164,6.6,18,0
1370,2000,10,2,2000.753,218,10.5,15,0
1371,2000,10,3,2000.755,227,11.9,19,0
1372,2000,10,4,2000.758,214,11.0,15,0
1373,2000,10,5,2000.761,183,10.0,14,0
1374,2000,10,6,2000.764,138,7.0,19,0
1375,2000,10,7,2000.766,94,5.3,17,0
1376,2000,10,8,2000.769,103,8.6,11,0
1377,2000,10,9,2000.772,101,5.1,15,0
1378,2000,10,10,2000.775,81,4.7,15,0
1379,2000,10,11,2000.777,117,7.3,19,0
1380,2000,10,12,2000.78,174,7.3,17,0
1381,2000,10,13,2000.783,173,10.7,18,0
1382,2000,10,14,2000.786,148,9.2,20,0
1383,2000,10,15,2000.788,118,8.0,15,0
1384,2000,10,16,2000.791,131,5.3,19,0
1385,2000,10,17,2000.794,138,4.5,19,0
1386,2000,10,18,2000.796,135,4.9,10,0
1387,2000,10,19,2000.799,128,8.0,19,0
1388,2000,10,20,2000.802,134,7.6,11,0
1389,2000,10,21,2000.805,138,12.7,18,0
1390,2000,10,22,2000.807,127,9.5,16,0
1391,2000,10,23,2000.81,121,5.4,18,0
1392,2000,10,24,2000.813,117,5.0,16,0
1393,2000,10,25,2000.816,125,6.6,8,0
1394,2000,10,26,2000.818,104,6.4,17,0
1395,2000,10,27,2000.821,114,8.5,15,0
1396,2000,10,28,2000.824,151,6.3,12,0
1397,2000,10,29,2000.827,161,6.1,16,0
1398,2000,10,30,2000.829,154,8.8,11,0
1399,2000,10,31,2000.832,158,5.5,11,0
1400,2000,11,1,2000.835,207,13.3,8,0
1401,2000,11,2,2000.837,218,11.8,11,0
1402,2000,11,3,2000.84,209,9.7,13,0
1403,2000,11,4,2000.843,192,10.4,16,0
1404,2000,11,5,2000.846,197,9.1,18,0
1405,2000,11,6,2000.848,160,8.3,11,0
1406,2000,11,7,2000.851,181,6.7,9,0
1407,2000,11,8,2000.854,188,5.7,11,0
1408,2000,11,9,2000.857,141,6.3,12,0
1409,2000,11,10,2000.859,149,7.4,13,0
1410,2000,11,11,2000.862,133,6.9,15,0
1411,2000,11,12,2000.865,107,4.2,7,0
1412,2000,11,13,2000.867,104,4.4,12,0
1413,2000,11,14,2000.87,124,7.5,10,0
1414,2000,11,15,2000.873,145,7.9,12,0
1415,2000,11,16,2000.876,141,3.9,10,0
1416,2000,11,17,2000.878,139,11.6,14,0
1417,2000,11,18,2000.881,172,7.7,15,0
1418,2000,11,19,2000.884,185,9.1,12,0
1419,2000,11,20,2000.887,163,10.2,13,0
1420,2000,11,21,2000.889,178,10.5,9,0
1421,2000,11,22,2000.892,167,7.9,15,0
1422,2000,11,23,2000.895,135,8.6,12,0
1423,2000,11,24,2000.898,145,8.0,16,0
1424,2000,11,25,2000.9,109,6.9,14,0
1425,2000,11,26,2000.903,87,7.6,13,0
1426,2000,11,27,2000.906,124,8.9,15,0
1427,2000,11,28,2000.908,157,13.3,11,0
1428,2000,11,29,2000.911,182,9.9,17,0
1429,2000,11,30,2000.914,204,11.6,16,0
1430,2000,12,1,2000.917,159,6.4,12,0
1431,2000,12,2,2000.919,150,8.9,16,0
1432,2000,12,3,2000.922,162,9.2,14,0
1433,2000,12,4,2000.925,99,7.6,13,0
1434,2000,12,5,2000.928,89,3.3,10,0
1435,2000,12,6,2000.93,78,6.4,10,0
1436,2000,12,7,2000.933,93,6.5,12,0
1437,2000,12,8,2000.936,78,4.6,18,0
1438,2000,12,9,2000.939,80,4.1,16,0
1439,2000,12,10,2000.941,85,5.7,11,0
1440,2000,12,11,2000.944,99,7.7,16,0
1441,2000,12,12,2000.947,122,5.1,8,0
1442,2000,12,13,2000.949,157,10.0,14,0
1443,2000,12,14,2000.952,185,14.7,9,0
1444,2000,12,15,2000.955,210,10.6,11,0
1445,2000,12,16,2000.958,199,9.3,14,0
1446,2000,12,17,2000.96,207,11.8,17,0
1447,2000,12,18,2000.963,190,7.1,9,0
1448,2000,12,19,2000.966,162,8.4,12,0
1449,2000,12,20,2000.969,174,10.1,11,0
1450,2000,12,21,2000.971,159,9.1,17,0
1451,2000,12,22,2000.974,147,10.8,19,0
1452,2000,12,23,2000.977,140,9.2,15,0
1453,2000,12,24,2000.98,158,10.2,14,0
1454,2000,12,25,2000.982,148,6.1,7,0
1455,2000,12,26,2000.985,166,3.6,8,0
1456,2000,12,27,2000.988,162,5.2,8,0
1457,2000,12,28,2000.99,162,7.0,13,0
1458,2000,12,29,2000.993,151,11.7,15,0
1459,2000,12,30,2000.996,152,10.6,11,0
1460,2000,12,31,2000.999,119,10.1,11,0
1461,2001,1,1,2001.001,133,7.8,11,0
1462,2001,1,2,2001.004,140,6.5,20,0
1463,2001,1,3,2001.007,131,6.0,19,0
1464,2001,1,4,2001.01,146,8.5,12,0
1465,2001,1,5,2001.012,164,11.6,9,0
1466,2001,1,6,2001.015,194,7.5,14,0
1467,2001,1,7,2001.018,195,8.4,10,0
1468,2001,1,8,2001.021,157,7.0,15,0
1469,2001,1,9,2001.023,172,18.8,10,0
1470,2001,1,10,2001.026,151,9.2,12,0
1471,2001,1,11,2001.029,172,6.6,12,0
1472,2001,1,12,2001.032,175,7.8,20,0
1473,2001,1,13,2001.034,166,13.3,15,0
1474,2001,1,14,2001.037,149,9.5,16,0
1475,2001,1,15,2001.04,137,11.4,20,0
1476,2001,1,16,2001.042,112,8.8,19,0
1477,2001,1,17,2001.045,88,5.7,21,0
1478,2001,1,18,2001.048,90,4.6,15,0
1479,2001,1,19,2001.051,109,7.0,17,0
1480,2001,1,20,2001.053,91,5.9,13,0
1481,2001,1,21,2001.056,121,6.5,15,0
1482,2001,1,22,2001.059,139,6.2,11,0
1483,2001,1,23,2001.062,167,11.2,15,0
1484,2001,1,24,2001.064,176,11.9,13,0
1485,2001,1,25,2001.067,158,7.0,10,0
1486,2001,1,26,2001.07,125,8.4,11,0
1487,2001,1,27,2001.073,145,9.0,13,0
1488,2001,1,28,2001.075,152,11.9,17,0
1489,2001,1,29,2001.078,134,14.1,12,0
1490,2001,1,30,2001.081,104,12.1,11,0
1491,2001,1,31,2001.084,128,4.5,9,0
1492,2001,2,1,2001.086,118,7.9,17,0
1493,2001,2,2,2001.089,118,7.3,12,0
1494,2001,2,3,2001.092,139,10.6,16,0
1495,2001,2,4,2001.095,137,8.1,7,0
1496,2001,2,5,2001.097,158,9.5,12,0
1497,2001,2,6,2001.1,166,7.1,11,0
1498,2001,2,7,2001.103,167,11.5,14,0
1499,2001,2,8,2001.105,167,10.2,19,0
1500,2001,2,9,2001.108,172,9.3,19,0
1501,2001,2,10,2001.111,158,8.7,13,0
1502,2001,2,11,2001.114,151,10.4,14,0
1503,2001,2,12,2001.116,107,9.2,14,0
1504,2001,2,13,2001.119,107,6.6,17,0
1505,2001,2,14,2001.122,103,5.5,21,0
1506,2001,2,15,2001.125,113,6.0,23,0
1507,2001,2,16,2001.127,110,6.7,21,0
1508,2001,2,17,2001.13,107,9.5,19,0
1509,2001,2,18,2001.133,115,6.7,13,0
1510,2001,2,19,2001.136,113,8.2,18,0
1511,2001,2,20,2001.138,115,6.8,20,0
1512,2001,2,21,2001.141,142,10.2,13,0
1513,2001,2,22,2001.144,122,10.2,14,0
1514,2001,2,23,2001.147,89,8.2,20,0
1515,2001,2,24,2001.149,84,7.3,16,0
1516,2001,2,25,2001.152,84,5.7,19,0
1517,2001,2,26,2001.155,87,7.0,17,0
1518,2001,2,27,2001.158,75,4.1,16,0
1519,2001,2,28,2001.16,77,5.0,18,0
1520,2001,3,1,2001.163,76,5.6,11,0
1521,2001,3,2,2001.166,77,6.2,16,0
1522,2001,3,3,2001.168,110,7.2,16,0
1523,2001,3,4,2001.171,134,9.3,9,0
1524,2001,3,5,2001.174,152,9.4,16,0
1525,2001,3,6,2001.177,133,7.2,23,0
1526,2001,3,7,2001.179,124,6.5,17,0
1527,2001,3,8,2001.182,92,10.8,14,0
1528,2001,3,9,2001.185,115,8.0,15,0
1529,2001,3,10,2001.188,142,5.8,14,0
1530,2001,3,11,2001.19,132,8.5,14,0
1531,2001,3,12,2001.193,139,11.7,20,0
1532,2001,3,13,2001.196,108,6.1,17,0
1533,2001,3,14,2001.199,117,10.4,19,0
1534,2001,3,15,2001.201,110,7.9,20,0
1535,2001,3,16,2001.204,102,7.2,19,0
1536,2001,3,17,2001.207,75,6.8,12,0
1537,2001,3,18,2001.21,89,8.9,12,0
1538,2001,3,19,2001.212,96,7.7,22,0
1539,2001,3,20,2001.215,117,9.2,18,0
1540,2001,3,21,2001.218,129,10.1,17,0
1541,2001,3,22,2001.221,124,7.4,12,0
1542,2001,3,23,2001.223,165,7.9,15,0
1543,2001,3,24,2001.226,218,12.1,15,0
1544,2001,3,25,2001.229,272,10.4,9,0
1545,2001,3,26,2001.232,319,16.2,12,0
1546,2001,3,27,2001.234,352,18.9,17,0
1547,2001,3,28,2001.237,343,28.6,14,0
1548,2001,3,29,2001.24,340,26.0,13,0
1549,2001,3,30,2001.242,338,19.8,17,0
1550,2001,3,31,2001.245,300,13.4,20,0
1551,2001,4,1,2001.248,279,14.9,21,0
1552,2001,4,2,2001.251,249,9.9,21,0
1553,2001,4,3,2001.253,254,10.6,20,0
1554,2001,4,4,2001.256,201,9.9,21,0
1555,2001,4,5,2001.259,200,8.7,21,0
1556,2001,4,6,2001.262,165,11.0,15,0
1557,2001,4,7,2001.264,150,8.6,23,0
1558,2001,4,8,2001.267,173,7.8,19,0
1559,2001,4,9,2001.27,165,12.5,16,0
1560,2001,4,10,2001.273,171,12.1,19,0
1561,2001,4,11,2001.275,173,11.1,17,0
1562,2001,4,12,2001.278,155,8.2,22,0
1563,2001,4,13,2001.281,147,5.8,23,0
1564,2001,4,14,2001.284,138,9.4,21,0
1565,2001,4,15,2001.286,113,6.0,19,0
1566,2001,4,16,2001.289,87,7.2,21,0
1567,2001,4,17,2001.292,42,4.9,20,0
1568,2001,4,18,2001.295,57,6.4,21,0
1569,2001,4,19,2001.297,93,6.2,24,0
1570,2001,4,20,2001.3,129,8.3,21,0
1571,2001,4,21,2001.303,174,7.7,13,0
1572,2001,4,22,2001.305,164,9.8,17,0
1573,2001,4,23,2001.308,159,11.4,19,0
1574,2001,4,24,2001.311,164,10.5,15,0
1575,2001,4,25,2001.314,179,12.3,18,0
1576,2001,4,26,2001.316,179,8.5,21,0
1577,2001,4,27,2001.319,192,13.5,16,0
1578,2001,4,28,2001.322,161,9.8,21,0
1579,2001,4,29,2001.325,170,6.4,18,0
1580,2001,4,30,2001.327,168,7.8,15,0
1581,2001,5,1,2001.33,157,6.3,15,0
1582,2001,5,2,2001.333,174,8.4,16,0
1583,2001,5,3,2001.336,169,8.8,17,0
1584,2001,5,4,2001.338,194,10.5,16,0
1585,2001,5,5,2001.341,174,11.2,19,0
1586,2001,5,6,2001.344,135,7.0,17,0
1587,2001,5,7,2001.347,116,9.3,18,0
1588,2001,5,8,2001.349,81,5.1,12,0
1589,2001,5,9,2001.352,93,3.8,20,0
1590,2001,5,10,2001.355,88,5.0,21,0
1591,2001,5,11,2001.358,118,6.1,20,0
1592,2001,5,12,2001.36,124,5.7,22,0
1593,2001,5,13,2001.363,125,5.4,22,0
1594,2001,5,14,2001.366,150,6.9,19,0
1595,2001,5,15,2001.368,141,8.6,19,0
1596,2001,5,16,2001.371,146,7.9,20,0
1597,2001,5,17,2001.374,140,7.5,20,0
1598,2001,5,18,2001.377,137,8.8,18,0
1599,2001,5,19,2001.379,125,7.5,20,0
1600,2001,5,20,2001.382,121,7.4,23,0
1601,2001,5,21,2001.385,140,8.2,21,0
1602,2001,5,22,2001.388,178,7.5,17,0
1603,2001,5,23,2001.39,197,11.6,17,0
1604,2001,5,24,2001.393,174,9.1,18,0
1605,2001,5,25,2001.396,165,10.8,23,0
1606,2001,5,26,2001.399,174,10.3,19,0
1607,2001,5,27,2001.401,182,14.4,16,0
1608,2001,5,28,2001.404,151,8.5,18,0
1609,2001,5,29,2001.407,125,7.3,20,0
1610,2001,5,30,2001.41,110,9.9,18,0
1611,2001,5,31,2001.412,101,6.6,17,0
1612,2001,6,1,2001.415,88,6.8,19,0
1613,2001,6,2,2001.418,150,11.4,16,0
1614,2001,6,3,2001.421,150,9.3,20,0
1615,2001,6,4,2001.423,145,11.4,19,0
1616,2001,6,5,2001.426,161,8.2,19,0
1617,2001,6,6,2001.429,180,6.8,16,0
1618,2001,6,7,2001.432,195,12.5,20,0
1619,2001,6,8,2001.434,215,11.4,22,0
1620,2001,6,9,2001.437,254,11.1,18,0
1621,2001,6,10,2001.44,241,9.1,18,0
1622,2001,6,11,2001.442,262,7.6,21,0
1623,2001,6,12,2001.445,259,12.8,19,0
1624,2001,6,13,2001.448,242,10.6,21,0
1625,2001,6,14,2001.451,273,11.2,19,0
1626,2001,6,15,2001.453,282,14.7,19,0
1627,2001,6,16,2001.456,289,10.5,24,0
1628,2001,6,17,2001.459,270,15.3,13,0
1629,2001,6,18,2001.462,232,13.0,19,0
1630,2001,6,19,2001.464,214,10.1,20,0
1631,2001,6,20,2001.467,206,11.8,18,0
1632,2001,6,21,2001.47,218,14.9,19,0
1633,2001,6,22,2001.473,229,12.4,21,0
1634,2001,6,23,2001.475,235,11.8,17,0
1635,2001,6,24,2001.478,220,9.8,21,0
1636,2001,6,25,2001.481,198,10.6,22,0
1637,2001,6,26,2001.484,173,9.2,24,0
1638,2001,6,27,2001.486,162,12.9,22,0
1639,2001,6,28,2001.489,135,7.8,21,0
1640,2001,6,29,2001.492,112,6.7,20,0
1641,2001,6,30,2001.495,98,5.4,19,0
1642,2001,7,1,2001.497,111,8.1,21,0
1643,2001,7,2,2001.5,125,10.9,19,0
1644,2001,7,3,2001.503,120,9.2,22,0
1645,2001,7,4,2001.505,107,7.3,23,0
1646,2001,7,5,2001.508,93,6.2,22,0
1647,2001,7,6,2001.511,68,5.4,18,0
1648,2001,7,7,2001.514,71,7.4,17,0
1649,2001,7,8,2001.516,81,5.6,17,0
1650,2001,7,9,2001.519,107,9.9,19,0
1651,2001,7,10,2001.522,105,8.2,21,0
1652,2001,7,11,2001.525,104,7.4,24,0
1653,2001,7,12,2001.527,135,9.5,21,0
1654,2001,7,13,2001.53,167,10.5,23,0
1655,2001,7,14,2001.533,149,12.5,17,0
1656,2001,7,15,2001.536,153,9.2,22,0
1657,2001,7,16,2001.538,170,9.6,19,0
1658,2001,7,17,2001.541,185,8.8,18,0
1659,2001,7,18,2001.544,191,10.3,18,0
1660,2001,7,19,2001.547,183,9.9,21,0
1661,2001,7,20,2001.549,177,9.2,19,0
1662,2001,7,21,2001.552,144,8.9,20,0
1663,2001,7,22,2001.555,150,7.2,22,0
1664,2001,7,23,2001.558,152,8.5,23,0
1665,2001,7,24,2001.56,135,9.9,22,0
1666,2001,7,25,2001.563,119,7.1,23,0
1667,2001,7,26,2001.566,92,5.9,22,0
1668,2001,7,27,2001.568,90,7.3,24,0
1669,2001,7,28,2001.571,95,8.5,19,0
1670,2001,7,29,2001.574,69,6.8,24,0
1671,2001,7,30,2001.577,86,6.2,24,0
1672,2001,7,31,2001.579,78,5.2,21,0
1673,2001,8,1,2001.582,94,7.0,22,0
1674,2001,8,2,2001.585,123,8.0,21,0
1675,2001,8,3,2001.588,141,8.9,21,0
1676,2001,8,4,2001.59,175,10.2,23,0
1677,2001,8,5,2001.593,198,8.6,23,0
1678,2001,8,6,2001.596,182,10.0,15,0
1679,2001,8,7,2001.599,179,8.8,18,0
1680,2001,8,8,2001.601,178,7.8,20,0
1681,2001,8,9,2001.604,158,7.4,23,0
1682,2001,8,10,2001.607,150,6.8,22,0
1683,2001,8,11,2001.61,170,7.9,21,0
1684,2001,8,12,2001.612,170,7.0,19,0
1685,2001,8,13,2001.615,138,11.2,20,0
1686,2001,8,14,2001.618,141,6.2,25,0
1687,2001,8,15,2001.621,161,8.5,24,0
1688,2001,8,16,2001.623,193,9.9,20,0
1689,2001,8,17,2001.626,178,10.9,24,0
1690,2001,8,18,2001.629,161,10.3,20,0
1691,2001,8,19,2001.632,152,7.7,24,0
1692,2001,8,20,2001.634,153,12.0,21,0
1693,2001,8,21,2001.637,167,7.9,18,0
1694,2001,8,22,2001.64,170,8.5,19,0
1695,2001,8,23,2001.642,181,12.0,23,0
1696,2001,8,24,2001.645,176,10.7,23,0
1697,2001,8,25,2001.648,140,7.1,23,0
1698,2001,8,26,2001.651,153,7.1,19,0
1699,2001,8,27,2001.653,170,9.1,23,0
1700,2001,8,28,2001.656,184,11.4,24,0
1701,2001,8,29,2001.659,146,8.7,22,0
1702,2001,8,30,2001.662,150,6.2,16,0
1703,2001,8,31,2001.664,175,17.1,18,0
1704,2001,9,1,2001.667,163,13.0,15,0
1705,2001,9,2,2001.67,168,10.3,17,0
1706,2001,9,3,2001.673,190,10.2,14,0
1707,2001,9,4,2001.675,171,10.7,20,0
1708,2001,9,5,2001.678,190,8.3,18,0
1709,2001,9,6,2001.681,223,9.7,17,0
1710,2001,9,7,2001.684,262,16.1,11,0
1711,2001,9,8,2001.686,288,18.0,19,0
1712,2001,9,9,2001.689,262,11.1,19,0
1713,2001,9,10,2001.692,237,9.5,14,0
1714,2001,9,11,2001.695,199,9.7,13,0
1715,2001,9,12,2001.697,235,11.9,19,0
1716,2001,9,13,2001.7,237,13.4,16,0
1717,2001,9,14,2001.703,234,11.7,17,0
1718,2001,9,15,2001.705,205,6.1,13,0
1719,2001,9,16,2001.708,191,10.7,19,0
1720,2001,9,17,2001.711,177,8.0,20,0
1721,2001,9,18,2001.714,215,14.5,18,0
1722,2001,9,19,2001.716,226,8.5,19,0
1723,2001,9,20,2001.719,289,10.7,14,0
1724,2001,9,21,2001.722,273,10.9,16,0
1725,2001,9,22,2001.725,259,11.4,21,0
1726,2001,9,23,2001.727,294,15.0,17,0
1727,2001,9,24,2001.73,316,10.1,21,0
1728,2001,9,25,2001.733,305,10.3,23,0
1729,2001,9,26,2001.736,277,11.0,19,0
1730,2001,9,27,2001.738,278,12.0,17,0
1731,2001,9,28,2001.741,269,16.5,21,0
1732,2001,9,29,2001.744,251,15.8,17,0
1733,2001,9,30,2001.747,261,19.1,14,0
1734,2001,10,1,2001.749,260,11.6,11,0
1735,2001,10,2,2001.752,223,11.8,20,0
1736,2001,10,3,2001.755,209,9.1,24,0
1737,2001,10,4,2001.758,204,14.9,20,0
1738,2001,10,5,2001.76,176,7.2,21,0
1739,2001,10,6,2001.763,161,10.7,24,0
1740,2001,10,7,2001.766,159,13.3,23,0
1741,2001,10,8,2001.768,119,11.4,17,0
1742,2001,10,9,2001.771,122,10.8,24,0
1743,2001,10,10,2001.774,151,12.2,23,0
1744,2001,10,11,2001.777,175,10.3,24,0
1745,2001,10,12,2001.779,196,10.8,25,0
1746,2001,10,13,2001.782,167,9.7,23,0
1747,2001,10,14,2001.785,178,12.4,22,0
1748,2001,10,15,2001.788,190,9.5,26,0
1749,2001,10,16,2001.79,187,10.1,21,0
1750,2001,10,17,2001.793,195,12.4,21,0
1751,2001,10,18,2001.796,203,13.4,13,0
1752,2001,10,19,2001.799,221,12.7,19,0
1753,2001,10,20,2001.801,247,11.4,21,0
1754,2001,10,21,2001.804,238,11.1,17,0
1755,2001,10,22,2001.807,209,10.1,20,0
1756,2001,10,23,2001.81,221,8.7,17,0
1757,2001,10,24,2001.812,209,11.4,19,0
1758,2001,10,25,2001.815,233,13.4,16,0
1759,2001,10,26,2001.818,238,11.0,24,0
1760,2001,10,27,2001.821,221,9.2,20,0
1761,2001,10,28,2001.823,215,12.4,14,0
1762,2001,10,29,2001.826,186,11.6,18,0
1763,2001,10,30,2001.829,159,14.0,21,0
1764,2001,10,31,2001.832,144,9.4,20,0
1765,2001,11,1,2001.834,159,12.5,23,0
1766,2001,11,2,2001.837,166,11.4,22,0
1767,2001,11,3,2001.84,166,9.6,17,0
1768,2001,11,4,2001.842,184,13.9,17,0
1769,2001,11,5,2001.845,216,12.9,21,0
1770,2001,11,6,2001.848,232,13.5,12,0
1771,2001,11,7,2001.851,204,18.4,15,0
1772,2001,11,8,2001.853,252,17.0,17,0
1773,2001,11,9,2001.856,247,21.5,21,0
1774,2001,11,10,2001.859,247,17.1,22,0
1775,2001,11,11,2001.862,240,14.2,16,0
1776,2001,11,12,2001.864,201,5.4,9,0
1777,2001,11,13,2001.867,196,9.9,14,0
1778,2001,11,14,2001.87,196,10.8,22,0
1779,2001,11,15,2001.873,194,10.0,24,0
1780,2001,11,16,2001.875,149,12.6,17,0
1781,2001,11,17,2001.878,141,7.9,16,0
1782,2001,11,18,2001.881,153,9.6,18,0
1783,2001,11,19,2001.884,134,8.7,16,0
1784,2001,11,20,2001.886,144,14.4,16,0
1785,2001,11,21,2001.889,133,12.5,16,0
1786,2001,11,22,2001.892,144,10.7,14,0
1787,2001,11,23,2001.895,133,12.9,20,0
1788,2001,11,24,2001.897,111,15.5,16,0
1789,2001,11,25,2001.9,121,12.5,17,0
1790,2001,11,26,2001.903,139,13.9,14,0
1791,2001,11,27,2001.905,126,12.7,13,0
1792,2001,11,28,2001.908,177,12.6,18,0
1793,2001,11,29,2001.911,191,15.4,15,0
1794,2001,11,30,2001.914,201,12.6,11,0
1795,2001,12,1,2001.916,215,9.2,16,0
1796,2001,12,2,2001.919,241,14.6,18,0
1797,2001,12,3,2001.922,242,11.1,16,0
1798,2001,12,4,2001.925,234,16.3,14,0
1799,2001,12,5,2001.927,255,11.7,13,0
1800,2001,12,6,2001.93,229,12.9,10,0
1801,2001,12,7,2001.933,223,12.2,22,0
1802,2001,12,8,2001.936,226,10.7,24,0
1803,2001,12,9,2001.938,228,12.8,23,0
1804,2001,12,10,2001.941,186,15.4,18,0
1805,2001,12,11,2001.944,171,9.6,11,0
1806,2001,12,12,2001.947,189,9.3,11,0
1807,2001,12,13,2001.949,192,14.5,13,0
1808,2001,12,14,2001.952,163,7.8,20,0
1809,2001,12,15,2001.955,174,16.0,15,0
1810,2001,12,16,2001.958,194,11.2,22,0
1811,2001,12,17,2001.96,192,11.3,10,0
1812,2001,12,18,2001.963,186,12.2,11,0
1813,2001,12,19,2001.966,160,12.4,15,0
1814,2001,12,20,2001.968,163,10.8,19,0
1815,2001,12,21,2001.971,194,18.3,10,0
1816,2001,12,22,2001.974,218,10.7,15,0
1817,2001,12,23,2001.977,215,7.5,18,0
1818,2001,12,24,2001.979,253,18.1,17,0
1819,2001,12,25,2001.982,231,14.9,7,0
1820,2001,12,26,2001.985,270,13.4,17,0
1821,2001,12,27,2001.988,265,11.3,13,0
1822,2001,12,28,2001.99,252,14.5,18,0
1823,2001,12,29,2001.993,221,12.8,14,0
1824,2001,12,30,2001.996,216,11.2,18,0
1825,2001,12,31,2001.999,218,9.7,19,0
1826,2002,1,1,2002.001,220,13.4,16,0
1827,2002,1,2,2002.004,218,11.2,21,0
1828,2002,1,3,2002.007,220,13.7,23,0
1829,2002,1,4,2002.01,230,14.4,26,0
1830,2002,1,5,2002.012,191,9.3,22,0
1831,2002,1,6,2002.015,159,11.1,15,0
1832,2002,1,7,2002.018,146,11.7,11,0
1833,2002,1,8,2002.021,162,9.3,16,0
1834,2002,1,9,2002.023,196,8.4,22,0
1835,2002,1,10,2002.026,186,7.1,18,0
1836,2002,1,11,2002.029,209,7.2,16,0
1837,2002,1,12,2002.032,209,8.7,13,0
1838,2002,1,13,2002.034,201,9.5,15,0
1839,2002,1,14,2002.037,197,8.0,11,0
1840,2002,1,15,2002.04,168,10.7,12,0
1841,2002,1,16,2002.042,141,4.6,15,0
1842,2002,1,17,2002.045,120,5.2,10,0
1843,2002,1,18,2002.048,139,9.7,17,0
1844,2002,1,19,2002.051,160,8.4,13,0
1845,2002,1,20,2002.053,176,8.5,14,0
1846,2002,1,21,2002.056,191,11.7,8,0
1847,2002,1,22,2002.059,194,11.6,15,0
1848,2002,1,23,2002.062,227,22.0,15,0
1849,2002,1,24,2002.064,186,11.1,12,0
1850,2002,1,25,2002.067,157,16.1,18,0
1851,2002,1,26,2002.07,172,12.3,12,0
1852,2002,1,27,2002.073,191,16.6,12,0
1853,2002,1,28,2002.075,196,12.3,22,0
1854,2002,1,29,2002.078,188,12.4,21,0
1855,2002,1,30,2002.081,193,13.0,19,0
1856,2002,1,31,2002.084,181,11.9,20,0
1857,2002,2,1,2002.086,179,15.1,13,0
1858,2002,2,2,2002.089,214,10.8,21,0
1859,2002,2,3,2002.092,252,12.5,16,0
1860,2002,2,4,2002.095,243,14.1,18,0
1861,2002,2,5,2002.097,239,7.4,11,0
1862,2002,2,6,2002.1,198,11.7,19,0
1863,2002,2,7,2002.103,165,9.6,15,0
1864,2002,2,8,2002.105,165,10.4,15,0
1865,2002,2,9,2002.108,174,9.6,15,0
1866,2002,2,10,2002.111,166,9.2,17,0
1867,2002,2,11,2002.114,173,7.5,13,0
1868,2002,2,12,2002.116,174,9.2,16,0
1869,2002,2,13,2002.119,165,6.5,14,0
1870,2002,2,14,2002.122,146,12.6,24,0
1871,2002,2,15,2002.125,163,12.6,22,0
1872,2002,2,16,2002.127,125,9.4,22,0
1873,2002,2,17,2002.13,144,10.4,18,0
1874,2002,2,18,2002.133,127,10.8,14,0
1875,2002,2,19,2002.136,124,8.6,16,0
1876,2002,2,20,2002.138,151,16.4,15,0
1877,2002,2,21,2002.141,128,17.1,21,0
1878,2002,2,22,2002.144,133,11.7,18,0
1879,2002,2,23,2002.147,149,7.5,19,0
1880,2002,2,24,2002.149,157,10.6,17,0
1881,2002,2,25,2002.152,192,10.8,16,0
1882,2002,2,26,2002.155,195,10.0,17,0
1883,2002,2,27,2002.158,170,12.1,21,0
1884,2002,2,28,2002.16,154,11.2,12,0
1885,2002,3,1,2002.163,163,12.9,18,0
1886,2002,3,2,2002.166,117,12.4,19,0
1887,2002,3,3,2002.168,167,12.7,22,0
1888,2002,3,4,2002.171,170,10.7,16,0
1889,2002,3,5,2002.174,158,14.0,17,0
1890,2002,3,6,2002.177,167,13.5,16,0
1891,2002,3,7,2002.179,139,6.3,20,0
1892,2002,3,8,2002.182,118,9.8,22,0
1893,2002,3,9,2002.185,111,7.6,20,0
1894,2002,3,10,2002.188,117,8.7,22,0
1895,2002,3,11,2002.19,154,9.8,23,0
1896,2002,3,12,2002.193,135,8.4,16,0
1897,2002,3,13,2002.196,138,9.0,17,0
1898,2002,3,14,2002.199,130,9.2,16,0
1899,2002,3,15,2002.201,150,8.8,15,0
1900,2002,3,16,2002.204,141,5.6,22,0
1901,2002,3,17,2002.207,132,8.8,18,0
1902,2002,3,18,2002.21,138,8.4,20,0
1903,2002,3,19,2002.212,114,4.5,16,0
1904,2002,3,20,2002.215,127,7.8,16,0
1905,2002,3,21,2002.218,142,8.5,13,0
