,year,month,date,date_in_Fraction,daily total sunspot number,daily std dev,number of stations,definitive/provisional marker
3620,2006,11,30,2006.914,58,5.1,13,0
3621,2006,12,1,2006.916,56,3.5,15,0
3622,2006,12,2,2006.919,53,4.0,12,0
3623,2006,12,3,2006.922,46,3.2,18,0
3624,2006,12,4,2006.925,39,3.9,18,0
3625,2006,12,5,2006.927,46,2.4,13,0
3626,2006,12,6,2006.93,54,5.6,17,0
3627,2006,12,7,2006.933,51,3.8,7,0
3628,2006,12,8,2006.936,28,4.4,10,0
3629,2006,12,9,2006.938,21,2.8,11,0
3630,2006,12,10,2006.941,23,2.7,18,0
3631,2006,12,11,2006.944,28,2.8,14,0
3632,2006,12,12,2006.947,28,2.7,14,0
3633,2006,12,13,2006.949,26,1.7,11,0
3634,2006,12,14,2006.952,23,1.4,10,0
3635,2006,12,15,2006.955,21,1.3,21,0
3636,2006,12,16,2006.958,20,1.2,13,0
3637,2006,12,17,2006.96,15,1.0,14,0
3638,2006,12,18,2006.963,0,2.0,10,0
3639,2006,12,19,2006.966,0,2.0,16,0
3640,2006,12,20,2006.968,0,2.0,14,0
3641,2006,12,21,2006.971,0,2.0,8,0
3642,2006,12,22,2006.974,0,2.0,16,0
3643,2006,12,23,2006.977,0,2.0,12,0
3644,2006,12,24,2006.979,13,7.0,11,0
3645,2006,12,25,2006.982,16,6.9,11,0
3646,2006,12,26,2006.985,21,5.5,9,0
3647,2006,12,27,2006.988,20,7.0,13,0
3648,2006,12,28,2006.99,0,2.0,13,0
3649,2006,12,29,2006.993,0,2.0,19,0
3650,2006,12,30,2006.996,16,5.1,11,0
3651,2006,12,31,2006.999,28,1.5,16,0
3652,2007,1,1,2007.001,38,3.0,15,0
3653,2007,1,2,2007.004,42,2.9,15,0
3654,2007,1,3,2007.007,44,2.5,13,0
3655,2007,1,4,2007.01,44,3.0,18,0
3656,2007,1,5,2007.012,49,3.8,14,0
3657,2007,1,6,2007.015,47,3.1,6,0
3658,2007,1,7,2007.018,42,4.3,14,0
3659,2007,1,8,2007.021,52,4.6,16,0
3660,2007,1,9,2007.023,47,2.5,15,0
3661,2007,1,10,2007.026,42,2.3,17,0
3662,2007,1,11,2007.029,40,2.5,15,0
3663,2007,1,12,2007.032,28,2.7,18,0
3664,2007,1,13,2007.034,30,1.9,14,0
3665,2007,1,14,2007.037,19,1.7,16,0
3666,2007,1,15,2007.04,19,2.4,22,0
3667,2007,1,16,2007.042,19,2.6,13,0
3668,2007,1,17,2007.045,16,3.5,15,0
3669,2007,1,18,2007.048,17,2.8,11,0
3670,2007,1,19,2007.051,24,4.2,15,0
3671,2007,1,20,2007.053,19,3.5,10,0
3672,2007,1,21,2007.056,19,2.1,18,0
3673,2007,1,22,2007.059,21,2.0,15,0
3674,2007,1,23,2007.062,17,2.0,15,0
3675,2007,1,24,2007.064,19,2.2,16,0
3676,2007,1,25,2007.067,14,2.9,15,0
3677,2007,1,26,2007.07,12,3.0,15,0
3678,2007,1,27,2007.073,12,0.7,22,0
3679,2007,1,28,2007.075,14,1.6,14,0
3680,2007,1,29,2007.078,31,2.8,19,0
3681,2007,1,30,2007.081,35,2.2,14,0
3682,2007,1,31,2007.084,35,2.5,19,0
3683,2007,2,1,2007.086,38,1.9,14,0
3684,2007,2,2,2007.089,41,3.4,16,0
3685,2007,2,3,2007.092,36,2.0,21,0
3686,2007,2,4,2007.095,29,2.0,16,0
3687,2007,2,5,2007.097,27,1.6,17,0
3688,2007,2,6,2007.1,26,1.7,11,0
3689,2007,2,7,2007.103,26,1.6,17,0
3690,2007,2,8,2007.105,14,1.6,12,0
3691,2007,2,9,2007.108,12,0.8,14,0
3692,2007,2,10,2007.111,12,2.2,10,0
3693,2007,2,11,2007.114,0,2.0,12,0
3694,2007,2,12,2007.116,0,2.0,18,0
3695,2007,2,13,2007.119,0,2.0,16,0
3696,2007,2,14,2007.122,0,2.0,10,0
3697,2007,2,15,2007.125,0,2.0,18,0
3698,2007,2,16,2007.127,0,2.0,18,0
3699,2007,2,17,2007.13,14,3.2,20,0
3700,2007,2,18,2007.133,14,2.7,14,0
3701,2007,2,19,2007.136,34,5.1,12,0
3702,2007,2,20,2007.138,29,5.1,15,0
3703,2007,2,21,2007.141,17,3.0,19,0
3704,2007,2,22,2007.144,27,5.2,18,0
3705,2007,2,23,2007.147,26,2.7,15,0
3706,2007,2,24,2007.149,14,0.9,15,0
3707,2007,2,25,2007.152,14,2.1,12,0
3708,2007,2,26,2007.155,26,2.7,13,0
3709,2007,2,27,2007.158,26,3.3,13,0
3710,2007,2,28,2007.16,14,1.0,17,0
3711,2007,3,1,2007.163,11,2.8,17,0
3712,2007,3,2,2007.166,11,2.3,23,0
3713,2007,3,3,2007.168,11,3.3,16,0
3714,2007,3,4,2007.171,13,1.8,20,0
3715,2007,3,5,2007.174,27,3.6,20,0
3716,2007,3,6,2007.177,22,5.5,16,0
3717,2007,3,7,2007.179,0,2.0,20,0
3718,2007,3,8,2007.182,0,2.0,21,0
3719,2007,3,9,2007.185,0,2.0,18,0
3720,2007,3,10,2007.188,0,2.0,21,0
3721,2007,3,11,2007.19,14,2.7,22,0
3722,2007,3,12,2007.193,13,2.2,26,0
3723,2007,3,13,2007.196,0,2.0,24,0
3724,2007,3,14,2007.199,0,2.0,26,0
3725,2007,3,15,2007.201,0,2.0,19,0
3726,2007,3,16,2007.204,0,2.0,22,0
3727,2007,3,17,2007.207,0,2.0,18,0
3728,2007,3,18,2007.21,0,2.0,18,0
3729,2007,3,19,2007.212,0,2.0,21,0
3730,2007,3,20,2007.215,0,2.0,19,0
3731,2007,3,21,2007.218,0,2.0,18,0
3732,2007,3,22,2007.221,0,2.0,18,0
3733,2007,3,23,2007.223,13,5.1,14,0
3734,2007,3,24,2007.226,13,3.8,11,0
3735,2007,3,25,2007.229,0,2.0,19,0
3736,2007,3,26,2007.232,14,1.6,26,0
3737,2007,3,27,2007.234,13,3.6,20,0
3738,2007,3,28,2007.237,13,3.8,24,0
3739,2007,3,29,2007.24,13,1.7,18,0
3740,2007,3,30,2007.242,11,2.1,18,0
3741,2007,3,31,2007.245,11,6.1,18,0
3742,2007,4,1,2007.248,16,6.0,18,0
3743,2007,4,2,2007.251,0,2.0,23,0
3744,2007,4,3,2007.253,0,2.0,20,0
3745,2007,4,4,2007.256,0,2.0,17,0
3746,2007,4,5,2007.259,0,2.0,23,0
3747,2007,4,6,2007.262,0,2.0,22,0
3748,2007,4,7,2007.264,0,2.0,21,0
3749,2007,4,8,2007.267,0,2.0,22,0
3750,2007,4,9,2007.27,0,2.0,23,0
3751,2007,4,10,2007.273,0,2.0,24,0
3752,2007,4,11,2007.275,0,2.0,22,0
3753,2007,4,12,2007.278,0,2.0,24,0
3754,2007,4,13,2007.281,0,2.0,23,0
3755,2007,4,14,2007.284,0,2.0,21,0
3756,2007,4,15,2007.286,0,2.0,23,0
3757,2007,4,16,2007.289,0,2.0,19,0
3758,2007,4,17,2007.292,11,5.6,23,0
3759,2007,4,18,2007.295,0,2.0,17,0
3760,2007,4,19,2007.297,0,2.0,23,0
3761,2007,4,20,2007.3,0,2.0,24,0
3762,2007,4,21,2007.303,0,2.0,22,0
3763,2007,4,22,2007.305,0,2.0,23,0
3764,2007,4,23,2007.308,0,2.0,22,0
3765,2007,4,24,2007.311,0,2.0,22,0
3766,2007,4,25,2007.314,13,1.9,20,0
3767,2007,4,26,2007.316,16,1.0,24,0
3768,2007,4,27,2007.319,18,1.0,22,0
3769,2007,4,28,2007.322,23,2.4,22,0
3770,2007,4,29,2007.325,32,3.1,19,0
3771,2007,4,30,2007.327,34,2.7,22,0
3772,2007,5,1,2007.33,33,3.2,20,0
3773,2007,5,2,2007.333,33,2.1,22,0
3774,2007,5,3,2007.336,20,2.1,25,0
3775,2007,5,4,2007.338,18,1.2,20,0
3776,2007,5,5,2007.341,17,1.1,19,0
3777,2007,5,6,2007.344,15,1.0,16,0
3778,2007,5,7,2007.347,13,0.8,15,0
3779,2007,5,8,2007.349,15,3.8,15,0
3780,2007,5,9,2007.352,18,2.3,16,0
3781,2007,5,10,2007.355,20,1.3,19,0
3782,2007,5,11,2007.358,23,1.5,21,0
3783,2007,5,12,2007.36,22,2.9,22,0
3784,2007,5,13,2007.363,18,0.8,19,0
3785,2007,5,14,2007.366,30,2.4,20,0
3786,2007,5,15,2007.368,30,2.2,18,0
3787,2007,5,16,2007.371,32,4.2,21,0
3788,2007,5,17,2007.374,40,2.9,18,0
3789,2007,5,18,2007.377,42,4.0,22,0
3790,2007,5,19,2007.379,37,3.8,19,0
3791,2007,5,20,2007.382,23,2.8,17,0
3792,2007,5,21,2007.385,18,1.6,21,0
3793,2007,5,22,2007.388,15,1.5,22,0
3794,2007,5,23,2007.39,23,2.9,25,0
3795,2007,5,24,2007.393,15,10.7,23,0
3796,2007,5,25,2007.396,0,2.0,18,0
3797,2007,5,26,2007.399,0,2.0,20,0
3798,2007,5,27,2007.401,0,2.0,20,0
3799,2007,5,28,2007.404,0,2.0,17,0
3800,2007,5,29,2007.407,12,2.2,23,0
3801,2007,5,30,2007.41,12,1.2,20,0
3802,2007,5,31,2007.412,12,5.6,22,0
3803,2007,6,1,2007.415,34,4.7,17,0
3804,2007,6,2,2007.418,44,2.8,21,0
3805,2007,6,3,2007.421,55,3.8,16,0
3806,2007,6,4,2007.423,60,6.9,22,0
3807,2007,6,5,2007.426,62,5.7,23,0
3808,2007,6,6,2007.429,58,3.4,20,0
3809,2007,6,7,2007.432,66,5.8,22,0
3810,2007,6,8,2007.434,60,6.6,21,0
3811,2007,6,9,2007.437,21,5.6,15,0
3812,2007,6,10,2007.44,16,1.8,18,0
3813,2007,6,11,2007.442,16,2.3,24,0
3814,2007,6,12,2007.445,14,1.6,21,0
3815,2007,6,13,2007.448,14,1.8,25,0
3816,2007,6,14,2007.451,0,2.0,18,0
3817,2007,6,15,2007.453,0,2.0,20,0
3818,2007,6,16,2007.456,0,2.0,19,0
3819,2007,6,17,2007.459,0,2.0,23,0
3820,2007,6,18,2007.462,0,2.0,18,0
3821,2007,6,19,2007.464,0,2.0,22,0
3822,2007,6,20,2007.467,0,2.0,22,0
3823,2007,6,21,2007.47,0,2.0,20,0
3824,2007,6,22,2007.473,0,2.0,20,0
3825,2007,6,23,2007.475,0,2.0,23,0
3826,2007,6,24,2007.478,0,2.0,17,0
3827,2007,6,25,2007.481,12,3.4,20,0
3828,2007,6,26,2007.484,14,1.3,21,0
3829,2007,6,27,2007.486,14,2.5,20,0
3830,2007,6,28,2007.489,16,2.5,21,0
3831,2007,6,29,2007.492,32,3.7,19,0
3832,2007,6,30,2007.495,32,2.2,19,0
3833,2007,7,1,2007.497,30,1.9,21,0
3834,2007,7,2,2007.5,17,1.3,20,0
3835,2007,7,3,2007.503,14,1.1,19,0
3836,2007,7,4,2007.505,14,1.0,19,0
3837,2007,7,5,2007.508,14,1.6,21,0
3838,2007,7,6,2007.511,14,1.0,24,0
3839,2007,7,7,2007.514,12,2.3,25,0
3840,2007,7,8,2007.516,16,0.9,22,0
3841,2007,7,9,2007.519,22,1.3,23,0
3842,2007,7,10,2007.522,27,2.6,22,0
3843,2007,7,11,2007.525,27,2.0,18,0
3844,2007,7,12,2007.527,23,2.3,20,0
3845,2007,7,13,2007.53,41,1.6,21,0
3846,2007,7,14,2007.533,42,1.8,22,0
3847,2007,7,15,2007.536,39,2.7,24,0
3848,2007,7,16,2007.538,31,3.0,24,0
3849,2007,7,17,2007.541,17,1.6,25,0
3850,2007,7,18,2007.544,14,1.2,26,0
3851,2007,7,19,2007.547,12,1.3,23,0
3852,2007,7,20,2007.549,0,2.0,24,0
3853,2007,7,21,2007.552,0,2.0,22,0
3854,2007,7,22,2007.555,0,2.0,27,0
3855,2007,7,23,2007.558,0,2.0,17,0
3856,2007,7,24,2007.56,0,2.0,26,0
3857,2007,7,25,2007.563,0,2.0,25,0
3858,2007,7,26,2007.566,0,2.0,24,0
3859,2007,7,27,2007.568,0,2.0,25,0
3860,2007,7,28,2007.571,14,2.0,23,0
3861,2007,7,29,2007.574,14,2.4,24,0
3862,2007,7,30,2007.577,14,2.8,21,0
3863,2007,7,31,2007.579,0,2.0,26,0
3864,2007,8,1,2007.582,0,2.0,25,0
3865,2007,8,2,2007.585,0,2.0,16,0
3866,2007,8,3,2007.588,11,5.8,24,0
3867,2007,8,4,2007.59,11,2.3,25,0
3868,2007,8,5,2007.593,11,1.1,21,0
3869,2007,8,6,2007.596,13,0.8,23,0
3870,2007,8,7,2007.599,13,0.8,22,0
3871,2007,8,8,2007.601,15,1.8,20,0
3872,2007,8,9,2007.604,15,1.0,18,0
3873,2007,8,10,2007.607,15,1.8,17,0
3874,2007,8,11,2007.61,13,1.9,18,0
3875,2007,8,12,2007.612,13,2.4,21,0
3876,2007,8,13,2007.615,13,4.1,25,0
3877,2007,8,14,2007.618,0,2.0,24,0
3878,2007,8,15,2007.621,0,2.0,23,0
3879,2007,8,16,2007.623,0,2.0,22,0
3880,2007,8,17,2007.626,0,2.0,23,0
3881,2007,8,18,2007.629,0,2.0,22,0
3882,2007,8,19,2007.632,0,2.0,22,0
3883,2007,8,20,2007.634,0,2.0,18,0
3884,2007,8,21,2007.637,15,4.9,20,0
3885,2007,8,22,2007.64,13,1.4,19,0
3886,2007,8,23,2007.642,13,0.8,22,0
3887,2007,8,24,2007.645,13,1.1,22,0
3888,2007,8,25,2007.648,13,0.7,23,0
3889,2007,8,26,2007.651,13,0.8,21,0
3890,2007,8,27,2007.653,13,0.6,25,0
3891,2007,8,28,2007.656,13,0.7,23,0
3892,2007,8,29,2007.659,13,0.7,22,0
3893,2007,8,30,2007.662,13,1.5,22,0
3894,2007,8,31,2007.664,28,2.8,21,0
3895,2007,9,1,2007.667,24,2.5,21,0
3896,2007,9,2,2007.67,13,2.0,18,0
3897,2007,9,3,2007.673,13,1.3,21,0
3898,2007,9,4,2007.675,13,3.6,21,0
3899,2007,9,5,2007.678,13,3.1,17,0
3900,2007,9,6,2007.681,0,2.0,14,0
3901,2007,9,7,2007.684,0,2.0,20,0
3902,2007,9,8,2007.686,0,2.0,18,0
3903,2007,9,9,2007.689,0,2.0,20,0
3904,2007,9,10,2007.692,0,2.0,20,0
3905,2007,9,11,2007.695,0,2.0,23,0
3906,2007,9,12,2007.697,0,2.0,26,0
3907,2007,9,13,2007.7,0,2.0,25,0
3908,2007,9,14,2007.703,0,2.0,25,0
3909,2007,9,15,2007.705,0,2.0,25,0
3910,2007,9,16,2007.708,0,2.0,24,0
3911,2007,9,17,2007.711,0,2.0,20,0
3912,2007,9,18,2007.714,0,2.0,25,0
3913,2007,9,19,2007.716,0,2.0,24,0
3914,2007,9,20,2007.719,0,2.0,24,0
3915,2007,9,21,2007.722,0,2.0,23,0
3916,2007,9,22,2007.725,0,2.0,22,0
3917,2007,9,23,2007.727,0,2.0,20,0
3918,2007,9,24,2007.73,0,2.0,21,0
3919,2007,9,25,2007.733,0,2.0,25,0
3920,2007,9,26,2007.736,0,2.0,23,0
3921,2007,9,27,2007.738,0,2.0,20,0
3922,2007,9,28,2007.741,15,2.1,20,0
3923,2007,9,29,2007.744,15,1.8,14,0
3924,2007,9,30,2007.747,15,1.8,18,0
3925,2007,10,1,2007.749,0,2.0,11,0
3926,2007,10,2,2007.752,0,2.0,16,0
3927,2007,10,3,2007.755,0,2.0,14,0
3928,2007,10,4,2007.758,0,2.0,21,0
3929,2007,10,5,2007.76,0,2.0,22,0
3930,2007,10,6,2007.763,19,1.7,22,0
3931,2007,10,7,2007.766,16,1.6,20,0
3932,2007,10,8,2007.768,12,8.2,18,0
3933,2007,10,9,2007.771,0,2.0,19,0
3934,2007,10,10,2007.774,0,2.0,19,0
3935,2007,10,11,2007.777,0,2.0,18,0
3936,2007,10,12,2007.779,0,2.0,17,0
3937,2007,10,13,2007.782,0,2.0,22,0
3938,2007,10,14,2007.785,0,2.0,17,0
3939,2007,10,15,2007.788,0,2.0,21,0
3940,2007,10,16,2007.79,0,2.0,24,0
3941,2007,10,17,2007.793,0,2.0,21,0
3942,2007,10,18,2007.796,0,2.0,25,0
3943,2007,10,19,2007.799,0,2.0,17,0
3944,2007,10,20,2007.801,0,2.0,21,0
3945,2007,10,21,2007.804,0,2.0,18,0
3946,2007,10,22,2007.807,0,2.0,19,0
3947,2007,10,23,2007.81,0,2.0,21,0
3948,2007,10,24,2007.812,0,2.0,17,0
3949,2007,10,25,2007.815,0,2.0,9,0
3950,2007,10,26,2007.818,0,2.0,6,0
3951,2007,10,27,2007.821,0,2.0,8,0
3952,2007,10,28,2007.823,0,2.0,16,0
3953,2007,10,29,2007.826,0,2.0,13,0
3954,2007,10,30,2007.829,0,2.0,16,0
3955,2007,10,31,2007.832,0,2.0,19,0
3956,2007,11,1,2007.834,0,2.0,10,0
3957,2007,11,2,2007.837,0,2.0,9,0
3958,2007,11,3,2007.84,0,2.0,14,0
3959,2007,11,4,2007.842,0,2.0,14,0
3960,2007,11,5,2007.845,0,2.0,13,0
3961,2007,11,6,2007.848,13,3.4,17,0
3962,2007,11,7,2007.851,0,2.0,16,0
3963,2007,11,8,2007.853,0,2.0,17,0
3964,2007,11,9,2007.856,0,2.0,18,0
3965,2007,11,10,2007.859,0,2.0,13,0
3966,2007,11,11,2007.862,0,2.0,13,0
3967,2007,11,12,2007.864,0,2.0,18,0
3968,2007,11,13,2007.867,0,2.0,15,0
3969,2007,11,14,2007.87,0,2.0,16,0
3970,2007,11,15,2007.873,0,2.0,16,0
3971,2007,11,16,2007.875,16,2.7,17,0
3972,2007,11,17,2007.878,15,3.8,17,0
3973,2007,11,18,2007.881,0,2.0,16,0
3974,2007,11,19,2007.884,0,2.0,15,0
3975,2007,11,20,2007.886,0,2.0,14,0
3976,2007,11,21,2007.889,0,2.0,19,0
3977,2007,11,22,2007.892,0,2.0,16,0
3978,2007,11,23,2007.895,0,2.0,14,0
3979,2007,11,24,2007.897,16,2.7,15,0
3980,2007,11,25,2007.9,13,5.0,16,0
3981,2007,11,26,2007.903,12,3.4,18,0
3982,2007,11,27,2007.905,0,2.0,12,0
3983,2007,11,28,2007.908,0,2.0,12,0
3984,2007,11,29,2007.911,0,2.0,8,0
3985,2007,11,30,2007.914,0,2.0,9,0
3986,2007,12,1,2007.916,17,3.1,15,0
3987,2007,12,2,2007.919,15,5.5,11,0
3988,2007,12,3,2007.922,12,1.5,15,0
3989,2007,12,4,2007.925,15,1.9,18,0
3990,2007,12,5,2007.927,14,2.2,16,0
3991,2007,12,6,2007.93,27,1.9,12,0
3992,2007,12,7,2007.933,26,1.8,15,0
3993,2007,12,8,2007.936,43,4.8,13,0
3994,2007,12,9,2007.938,45,4.5,17,0
3995,2007,12,10,2007.941,41,3.5,15,0
3996,2007,12,11,2007.944,41,3.0,16,0
3997,2007,12,12,2007.947,48,4.6,14,0
3998,2007,12,13,2007.949,51,6.6,12,0
3999,2007,12,14,2007.952,41,5.5,15,0
4000,2007,12,15,2007.955,38,2.8,19,0
4001,2007,12,16,2007.958,31,2.0,15,0
4002,2007,12,17,2007.96,19,1.4,14,0
4003,2007,12,18,2007.963,12,5.8,15,0
4004,2007,12,19,2007.966,0,2.0,16,0
4005,2007,12,20,2007.968,0,2.0,13,0
4006,2007,12,21,2007.971,0,2.0,17,0
4007,2007,12,22,2007.974,0,2.0,16,0
4008,2007,12,23,2007.977,0,2.0,14,0
4009,2007,12,24,2007.979,0,2.0,22,0
4010,2007,12,25,2007.982,0,2.0,12,0
4011,2007,12,26,2007.985,0,2.0,15,0
4012,2007,12,27,2007.988,0,2.0,13,0
4013,2007,12,28,2007.99,0,2.0,17,0
4014,2007,12,29,2007.993,0,2.0,17,0
4015,2007,12,30,2007.996,0,2.0,14,0
4016,2007,12,31,2007.999,0,2.0,15,0
4017,2008,1,1,2008.001,9,1.8,13,0
4018,2008,1,2,2008.004,9,0.6,20,0
4019,2008,1,3,2008.007,9,0.5,12,0
4020,2008,1,4,2008.01,12,3.4,14,0
4021,2008,1,5,2008.012,10,1.6,12,0
4022,2008,1,6,2008.015,14,7.6,18,0
4023,2008,1,7,2008.018,14,5.8,15,0
4024,2008,1,8,2008.02,11,4.6,15,0
4025,2008,1,9,2008.023,0,2.0,18,0
4026,2008,1,10,2008.026,10,5.1,17,0
4027,2008,1,11,2008.029,10,2.1,14,0
4028,2008,1,12,2008.031,0,2.0,16,0
4029,2008,1,13,2008.034,0,2.0,15,0
4030,2008,1,14,2008.037,0,2.0,19,0
4031,2008,1,15,2008.04,0,2.0,13,0
4032,2008,1,16,2008.042,0,2.0,19,0
4033,2008,1,17,2008.045,0,2.0,16,0
4034,2008,1,18,2008.048,0,2.0,11,0
4035,2008,1,19,2008.051,0,2.0,11,0
4036,2008,1,20,2008.053,0,2.0,8,0
4037,2008,1,21,2008.056,0,2.0,8,0
4038,2008,1,22,2008.059,0,2.0,23,0
4039,2008,1,23,2008.061,0,2.0,16,0
4040,2008,1,24,2008.064,0,2.0,16,0
4041,2008,1,25,2008.067,0,2.0,25,0
4042,2008,1,26,2008.07,0,2.0,22,0
4043,2008,1,27,2008.072,0,2.0,17,0
4044,2008,1,28,2008.075,0,2.0,16,0
4045,2008,1,29,2008.078,0,2.0,9,0
4046,2008,1,30,2008.081,10,0.8,15,0
4047,2008,1,31,2008.083,10,0.6,17,0
4048,2008,2,1,2008.086,15,0.9,15,0
4049,2008,2,2,2008.089,12,4.4,18,0
4050,2008,2,3,2008.092,12,3.3,10,0
4051,2008,2,4,2008.094,11,4.3,12,0
4052,2008,2,5,2008.097,0,2.0,14,0
4053,2008,2,6,2008.1,0,2.0,13,0
4054,2008,2,7,2008.102,0,2.0,22,0
4055,2008,2,8,2008.105,0,2.0,21,0
4056,2008,2,9,2008.108,0,2.0,19,0
4057,2008,2,10,2008.111,0,2.0,17,0
4058,2008,2,11,2008.113,0,2.0,23,0
4059,2008,2,12,2008.116,0,2.0,19,0
4060,2008,2,13,2008.119,0,2.0,18,0
4061,2008,2,14,2008.122,0,2.0,13,0
4062,2008,2,15,2008.124,0,2.0,21,0
4063,2008,2,16,2008.127,0,2.0,19,0
4064,2008,2,17,2008.13,0,2.0,17,0
4065,2008,2,18,2008.133,0,2.0,19,0
4066,2008,2,19,2008.135,0,2.0,17,0
4067,2008,2,20,2008.138,0,2.0,19,0
4068,2008,2,21,2008.141,0,2.0,10,0
4069,2008,2,22,2008.143,0,2.0,10,0
4070,2008,2,23,2008.146,0,2.0,19,0
4071,2008,2,24,2008.149,0,2.0,19,0
4072,2008,2,25,2008.152,11,4.0,23,0
4073,2008,2,26,2008.154,11,1.7,15,0
4074,2008,2,27,2008.157,11,2.7,19,0
4075,2008,2,28,2008.16,0,2.0,16,0
4076,2008,2,29,2008.163,0,2.0,13,0
4077,2008,3,1,2008.165,0,2.0,19,0
4078,2008,3,2,2008.168,0,2.0,16,0
4079,2008,3,3,2008.171,12,1.6,22,0
4080,2008,3,4,2008.173,0,2.0,21,0
4081,2008,3,5,2008.176,0,2.0,20,0
4082,2008,3,6,2008.179,13,2.5,13,0
4083,2008,3,7,2008.182,0,2.0,18,0
4084,2008,3,8,2008.184,0,2.0,20,0
4085,2008,3,9,2008.187,0,2.0,14,0
4086,2008,3,10,2008.19,15,3.8,14,0
4087,2008,3,11,2008.193,0,2.0,18,0
4088,2008,3,12,2008.195,0,2.0,18,0
4089,2008,3,13,2008.198,0,2.0,19,0
4090,2008,3,14,2008.201,0,2.0,17,0
4091,2008,3,15,2008.204,12,5.3,21,0
4092,2008,3,16,2008.206,12,3.9,14,0
4093,2008,3,17,2008.209,12,4.0,17,0
4094,2008,3,18,2008.212,0,2.0,23,0
4095,2008,3,19,2008.214,0,2.0,19,0
4096,2008,3,20,2008.217,0,2.0,15,0
4097,2008,3,21,2008.22,0,2.0,15,0
4098,2008,3,22,2008.223,0,2.0,20,0
4099,2008,3,23,2008.225,0,2.0,15,0
4100,2008,3,24,2008.228,32,1.9,14,0
4101,2008,3,25,2008.231,54,3.1,22,0
4102,2008,3,26,2008.234,60,4.3,17,0
4103,2008,3,27,2008.236,59,3.3,14,0
4104,2008,3,28,2008.239,57,2.8,18,0
4105,2008,3,29,2008.242,50,2.2,20,0
4106,2008,3,30,2008.245,52,2.1,16,0
4107,2008,3,31,2008.247,42,3.5,19,0
4108,2008,4,1,2008.25,20,1.4,18,0
4109,2008,4,2,2008.253,11,1.3,16,0
4110,2008,4,3,2008.255,11,0.7,14,0
4111,2008,4,4,2008.258,9,2.8,17,0
4112,2008,4,5,2008.261,0,2.0,16,0
4113,2008,4,6,2008.264,0,2.0,21,0
4114,2008,4,7,2008.266,0,2.0,15,0
4115,2008,4,8,2008.269,0,2.0,20,0
4116,2008,4,9,2008.272,0,2.0,20,0
4117,2008,4,10,2008.275,0,2.0,20,0
4118,2008,4,11,2008.277,0,2.0,17,0
4119,2008,4,12,2008.28,0,2.0,20,0
4120,2008,4,13,2008.283,9,5.6,21,0
4121,2008,4,14,2008.286,9,2.9,13,0
4122,2008,4,15,2008.288,0,2.0,20,0
4123,2008,4,16,2008.291,0,2.0,17,0
4124,2008,4,17,2008.294,0,2.0,18,0
4125,2008,4,18,2008.296,0,2.0,17,0
4126,2008,4,19,2008.299,10,4.0,12,0
4127,2008,4,20,2008.302,0,2.0,20,0
4128,2008,4,21,2008.305,0,2.0,22,0
4129,2008,4,22,2008.307,10,1.9,23,0
4130,2008,4,23,2008.31,10,0.8,19,0
4131,2008,4,24,2008.313,9,1.9,21,0
4132,2008,4,25,2008.316,0,2.0,19,0
4133,2008,4,26,2008.318,0,2.0,22,0
4134,2008,4,27,2008.321,0,2.0,22,0
4135,2008,4,28,2008.324,0,2.0,20,0
4136,2008,4,29,2008.327,0,2.0,20,0
4137,2008,4,30,2008.329,0,2.0,22,0
4138,2008,5,1,2008.332,10,7.9,23,0
4139,2008,5,2,2008.335,0,2.0,19,0
4140,2008,5,3,2008.337,0,2.0,23,0
4141,2008,5,4,2008.34,10,1.7,24,0
4142,2008,5,5,2008.343,12,3.4,21,0
4143,2008,5,6,2008.346,0,2.0,24,0
4144,2008,5,7,2008.348,0,2.0,25,0
4145,2008,5,8,2008.351,0,2.0,23,0
4146,2008,5,9,2008.354,0,2.0,22,0
4147,2008,5,10,2008.357,0,2.0,19,0
4148,2008,5,11,2008.359,0,2.0,22,0
4149,2008,5,12,2008.362,0,2.0,21,0
4150,2008,5,13,2008.365,12,4.6,20,0
4151,2008,5,14,2008.367,0,2.0,21,0
4152,2008,5,15,2008.37,13,9.4,20,0
4153,2008,5,16,2008.373,20,4.0,22,0
4154,2008,5,17,2008.376,17,2.6,17,0
4155,2008,5,18,2008.378,22,3.2,20,0
4156,2008,5,19,2008.381,16,2.8,20,0
4157,2008,5,20,2008.384,10,2.1,21,0
4158,2008,5,21,2008.387,0,2.0,21,0
4159,2008,5,22,2008.389,0,2.0,18,0
4160,2008,5,23,2008.392,0,2.0,22,0
4161,2008,5,24,2008.395,0,2.0,16,0
4162,2008,5,25,2008.398,0,2.0,19,0
4163,2008,5,26,2008.4,0,2.0,19,0
4164,2008,5,27,2008.403,0,2.0,22,0
4165,2008,5,28,2008.406,0,2.0,22,0
4166,2008,5,29,2008.408,0,2.0,14,0
4167,2008,5,30,2008.411,0,2.0,18,0
4168,2008,5,31,2008.414,0,2.0,19,0
4169,2008,6,1,2008.417,0,2.0,23,0
4170,2008,6,2,2008.419,0,2.0,17,0
4171,2008,6,3,2008.422,0,2.0,20,0
4172,2008,6,4,2008.425,0,2.0,18,0
4173,2008,6,5,2008.428,14,5.7,13,0
4174,2008,6,6,2008.43,0,2.0,19,0
4175,2008,6,7,2008.433,0,2.0,17,0
4176,2008,6,8,2008.436,0,2.0,23,0
4177,2008,6,9,2008.439,0,2.0,25,0
